ServerName,Edition,HyperthreadRatio,IsClustered,IsHadrEnabled,LogicalCpuCount,MaxServerMemoryInUse,NumberCoresUsed,NumberOfUserDatabases,PhysicalCpuCount,ProductVersion,SqlStartTime,SumOfUserDatabasesSize,TempDbSize,NumOfLogins,TimeDataCollected
DESKTOP-QINDOBS,Developer Edition (64-bit),8,False,False,8,2147483647,8,5,1,15.0.2095.3,2022-07-06 07:56:48,400,72,18,2022-07-07 02:13:28
